employee_name,hours_worked,meetings_per_day,stress_score,sleep_hours,productivity_drop,overtime_hours,workload_level,job_satisfaction,burnout,burnout_probability,risk_level
Employee 14966,12.0,5.0,9.0,5.0,8.0,4.0,8.0,1.0,1,79.0,High
Employee 14967,9.0,3.0,6.0,7.0,3.0,2.0,3.0,6.0,0,33.0,Medium
Employee 14968,12.0,6.0,7.0,6.0,7.0,4.0,7.0,3.0,1,67.0,High
Employee 14969,8.0,2.0,5.0,7.0,3.0,2.0,3.0,6.0,0,30.0,Low
Employee 14970,10.0,5.0,6.0,7.0,4.0,3.0,5.0,5.0,0,37.0,Medium
Employee 14971,12.0,5.0,8.0,6.0,7.0,4.0,7.0,3.0,1,69.0,High
Employee 14972,8.0,3.0,2.0,9.0,1.0,1.0,2.0,8.0,0,13.0,Low
Employee 14973,11.0,6.0,6.0,7.0,6.0,3.0,6.0,4.0,1,57.0,Medium
Employee 14974,10.0,3.0,5.0,8.0,4.0,2.0,5.0,6.0,0,38.0,Medium
Employee 14975,12.0,5.0,8.0,6.0,7.0,4.0,7.0,3.0,1,68.0,High
Employee 14976,13.0,6.0,8.0,6.0,6.0,4.0,8.0,3.0,1,63.0,Medium
Employee 14977,10.0,3.0,6.0,7.0,6.0,3.0,5.0,4.0,1,60.0,Medium
Employee 14978,8.0,2.0,6.0,7.0,5.0,2.0,3.0,5.0,1,50.0,Medium
Employee 14979,9.0,3.0,6.0,7.0,4.0,3.0,4.0,5.0,0,39.0,Medium
Employee 14980,7.0,1.0,2.0,9.0,1.0,1.0,1.0,8.0,0,14.0,Low
Employee 14981,8.0,2.0,3.0,8.0,2.0,1.0,2.0,7.0,0,20.0,Low
Employee 14982,11.0,5.0,8.0,6.0,6.0,3.0,6.0,3.0,1,61.0,Medium
Employee 14983,11.0,5.0,8.0,6.0,6.0,3.0,6.0,3.0,1,58.0,Medium
Employee 14984,8.0,2.0,2.0,9.0,0.0,1.0,2.0,9.0,0,5.0,Low
Employee 14985,7.0,1.0,2.0,9.0,2.0,1.0,1.0,8.0,0,16.0,Low
Employee 14986,10.0,5.0,6.0,7.0,6.0,3.0,5.0,4.0,1,63.0,Medium
Employee 14987,9.0,3.0,3.0,8.0,3.0,2.0,3.0,7.0,0,26.0,Low
Employee 14988,9.0,3.0,6.0,7.0,4.0,2.0,4.0,5.0,0,45.0,Medium
Employee 14989,9.0,2.0,6.0,7.0,5.0,2.0,4.0,5.0,1,50.0,Medium
Employee 14990,12.0,5.0,6.0,7.0,6.0,3.0,7.0,4.0,1,57.0,Medium
Employee 14991,12.0,5.0,10.0,5.0,9.0,4.0,8.0,1.0,1,91.0,High
Employee 14992,8.0,2.0,2.0,9.0,1.0,1.0,2.0,9.0,0,11.0,Low
Employee 14993,9.0,3.0,5.0,8.0,3.0,2.0,4.0,6.0,0,33.0,Medium
Employee 14994,7.0,1.0,4.0,8.0,2.0,1.0,2.0,7.0,0,18.0,Low
Employee 14995,14.0,7.0,9.0,6.0,10.0,5.0,10.0,1.0,1,95.0,High
Employee 14996,11.0,5.0,7.0,7.0,5.0,3.0,6.0,4.0,0,46.0,Medium
Employee 14997,9.0,3.0,6.0,7.0,5.0,2.0,4.0,5.0,0,48.0,Medium
Employee 14998,10.0,5.0,6.0,7.0,4.0,3.0,5.0,5.0,0,42.0,Medium
Employee 14999,9.0,3.0,5.0,7.0,5.0,2.0,4.0,5.0,1,50.0,Medium
Employee 15000,10.0,2.0,8.0,6.0,6.0,3.0,5.0,3.0,1,56.0,Medium
Employee 15001,7.0,1.0,2.0,9.0,0.0,1.0,1.0,9.0,0,5.0,Low
Employee 15002,9.0,2.0,6.0,7.0,4.0,2.0,4.0,5.0,0,41.0,Medium
Employee 15003,10.0,5.0,5.0,8.0,4.0,2.0,5.0,6.0,0,41.0,Medium
Employee 15004,7.0,1.0,5.0,7.0,3.0,2.0,1.0,6.0,0,29.0,Low
Employee 15005,11.0,5.0,7.0,7.0,6.0,3.0,6.0,4.0,1,56.0,Medium
Employee 15006,12.0,6.0,8.0,6.0,7.0,4.0,7.0,2.0,1,73.0,High
Employee 15007,8.0,2.0,6.0,7.0,4.0,2.0,3.0,5.0,0,37.0,Medium
Employee 15008,9.0,3.0,4.0,8.0,3.0,2.0,4.0,7.0,0,30.0,Low
Employee 15009,7.0,2.0,3.0,8.0,2.0,1.0,1.0,7.0,0,22.0,Low
Employee 15010,12.0,6.0,8.0,6.0,6.0,4.0,7.0,3.0,1,60.0,Medium
Employee 15011,11.0,3.0,7.0,7.0,6.0,3.0,6.0,4.0,1,63.0,Medium
Employee 15012,11.0,3.0,9.0,6.0,7.0,4.0,7.0,2.0,1,71.0,High
Employee 15013,9.0,3.0,6.0,7.0,4.0,2.0,4.0,5.0,0,43.0,Medium
Employee 15014,9.0,3.0,6.0,7.0,4.0,2.0,4.0,5.0,0,36.0,Medium
Employee 15015,9.0,3.0,5.0,7.0,4.0,2.0,3.0,6.0,0,37.0,Medium
Employee 15016,10.0,5.0,6.0,7.0,4.0,3.0,5.0,5.0,0,36.0,Medium
Employee 15017,8.0,2.0,6.0,7.0,4.0,2.0,3.0,5.0,0,37.0,Medium
Employee 15018,8.0,2.0,3.0,9.0,2.0,1.0,2.0,7.0,0,24.0,Low
Employee 15019,9.0,2.0,6.0,7.0,4.0,2.0,4.0,6.0,0,35.0,Medium
Employee 15020,9.0,3.0,5.0,7.0,4.0,2.0,3.0,6.0,0,36.0,Medium
Employee 15021,8.0,2.0,6.0,7.0,4.0,2.0,3.0,5.0,0,37.0,Medium
Employee 15022,11.0,5.0,5.0,7.0,5.0,3.0,6.0,5.0,0,48.0,Medium
Employee 15023,11.0,5.0,8.0,6.0,7.0,4.0,6.0,2.0,1,67.0,High
Employee 15024,12.0,5.0,7.0,6.0,7.0,4.0,7.0,3.0,1,67.0,High
Employee 15025,10.0,3.0,7.0,7.0,5.0,3.0,5.0,4.0,1,51.0,Medium
Employee 15026,10.0,3.0,6.0,7.0,4.0,3.0,5.0,5.0,0,36.0,Medium
Employee 15027,11.0,5.0,7.0,6.0,6.0,3.0,6.0,3.0,1,65.0,Medium
Employee 15028,9.0,3.0,6.0,7.0,4.0,2.0,3.0,5.0,0,44.0,Medium
Employee 15029,10.0,5.0,7.0,7.0,5.0,3.0,5.0,4.0,0,47.0,Medium
Employee 15030,12.0,5.0,8.0,6.0,7.0,4.0,7.0,3.0,1,68.0,High
Employee 15031,12.0,6.0,8.0,6.0,7.0,4.0,7.0,3.0,1,67.0,High
Employee 15032,8.0,2.0,4.0,8.0,3.0,2.0,3.0,6.0,0,34.0,Medium
Employee 15033,14.0,7.0,8.0,6.0,8.0,4.0,9.0,2.0,1,79.0,High
Employee 15034,11.0,5.0,8.0,6.0,6.0,3.0,6.0,3.0,1,57.0,Medium
Employee 15035,11.0,3.0,9.0,6.0,7.0,4.0,7.0,2.0,1,73.0,High
Employee 15036,11.0,3.0,6.0,7.0,6.0,3.0,6.0,4.0,1,55.0,Medium
Employee 15037,11.0,5.0,5.0,8.0,4.0,3.0,6.0,5.0,0,41.0,Medium
Employee 15038,8.0,2.0,4.0,8.0,3.0,2.0,2.0,6.0,0,28.0,Low
Employee 15039,11.0,5.0,7.0,7.0,5.0,3.0,6.0,4.0,0,47.0,Medium
Employee 15040,10.0,5.0,8.0,6.0,6.0,3.0,5.0,3.0,1,59.0,Medium
Employee 15041,7.0,1.0,5.0,8.0,3.0,1.0,1.0,6.0,0,29.0,Low
Employee 15042,13.0,6.0,10.0,5.0,9.0,4.0,8.0,1.0,1,86.0,High
Employee 15043,12.0,5.0,8.0,6.0,7.0,4.0,7.0,2.0,1,72.0,High
Employee 15044,8.0,2.0,6.0,7.0,5.0,2.0,3.0,5.0,1,52.0,Medium
Employee 15045,9.0,3.0,5.0,7.0,3.0,2.0,3.0,6.0,0,30.0,Low
Employee 15046,8.0,2.0,5.0,7.0,3.0,2.0,2.0,6.0,0,29.0,Low
Employee 15047,10.0,3.0,7.0,7.0,6.0,3.0,5.0,3.0,1,62.0,Medium
Employee 15048,12.0,6.0,8.0,6.0,6.0,4.0,7.0,3.0,1,62.0,Medium
Employee 15049,9.0,3.0,6.0,7.0,5.0,2.0,4.0,5.0,0,49.0,Medium
Employee 15050,8.0,3.0,4.0,8.0,2.0,2.0,2.0,7.0,0,23.0,Low
Employee 15051,11.0,5.0,6.0,7.0,5.0,3.0,6.0,4.0,1,52.0,Medium
Employee 15052,10.0,5.0,4.0,8.0,3.0,2.0,5.0,6.0,0,32.0,Low
Employee 15053,7.0,1.0,2.0,9.0,1.0,1.0,1.0,8.0,0,12.0,Low
Employee 15054,11.0,5.0,8.0,6.0,7.0,4.0,6.0,3.0,1,68.0,High
Employee 15055,9.0,3.0,7.0,7.0,5.0,3.0,4.0,4.0,0,47.0,Medium
Employee 15056,11.0,3.0,7.0,7.0,6.0,3.0,6.0,4.0,1,60.0,Medium
Employee 15057,10.0,3.0,5.0,7.0,4.0,3.0,5.0,5.0,0,44.0,Medium
Employee 15058,10.0,5.0,7.0,7.0,5.0,3.0,4.0,4.0,0,49.0,Medium
Employee 15059,9.0,2.0,7.0,7.0,5.0,3.0,4.0,4.0,1,51.0,Medium
Employee 15060,10.0,5.0,8.0,6.0,6.0,3.0,5.0,3.0,1,60.0,Medium
Employee 15061,10.0,3.0,6.0,7.0,3.0,3.0,5.0,6.0,0,33.0,Medium
Employee 15062,11.0,5.0,7.0,6.0,6.0,3.0,6.0,3.0,1,61.0,Medium
Employee 15063,14.0,6.0,7.0,6.0,7.0,4.0,9.0,3.0,1,70.0,High
Employee 15064,11.0,3.0,8.0,6.0,7.0,4.0,6.0,2.0,1,70.0,High
Employee 15065,10.0,5.0,7.0,6.0,5.0,3.0,4.0,4.0,0,48.0,Medium
Employee 15066,10.0,5.0,7.0,6.0,5.0,3.0,5.0,4.0,1,52.0,Medium
Employee 15067,11.0,6.0,7.0,7.0,6.0,3.0,6.0,4.0,1,63.0,Medium
Employee 15068,8.0,2.0,6.0,7.0,5.0,2.0,3.0,5.0,0,47.0,Medium
Employee 15069,9.0,3.0,7.0,6.0,5.0,3.0,4.0,4.0,0,49.0,Medium
Employee 15070,12.0,6.0,7.0,7.0,6.0,3.0,7.0,4.0,1,58.0,Medium
Employee 15071,10.0,5.0,6.0,7.0,5.0,2.0,4.0,5.0,1,50.0,Medium
Employee 15072,10.0,3.0,7.0,6.0,5.0,3.0,5.0,4.0,1,53.0,Medium
Employee 15073,13.0,6.0,9.0,6.0,8.0,4.0,8.0,2.0,1,79.0,High
Employee 15074,11.0,5.0,4.0,8.0,4.0,3.0,6.0,6.0,0,36.0,Medium
Employee 15075,9.0,3.0,6.0,7.0,4.0,2.0,3.0,5.0,0,35.0,Medium
Employee 15076,10.0,3.0,8.0,6.0,7.0,3.0,5.0,3.0,1,67.0,High
Employee 15077,9.0,3.0,4.0,8.0,1.0,2.0,3.0,8.0,0,14.0,Low
Employee 15078,12.0,5.0,7.0,7.0,7.0,4.0,8.0,3.0,1,70.0,High
Employee 15079,11.0,5.0,8.0,6.0,6.0,4.0,6.0,3.0,1,61.0,Medium
Employee 15080,9.0,3.0,6.0,7.0,4.0,3.0,4.0,5.0,0,37.0,Medium
Employee 15081,9.0,3.0,6.0,7.0,5.0,2.0,4.0,5.0,1,51.0,Medium
Employee 15082,8.0,2.0,1.0,10.0,0.0,0.0,2.0,10.0,0,0.0,Low
Employee 15083,11.0,5.0,7.0,7.0,6.0,3.0,6.0,4.0,1,55.0,Medium
Employee 15084,11.0,3.0,5.0,7.0,5.0,3.0,6.0,5.0,1,51.0,Medium
Employee 15085,12.0,5.0,8.0,6.0,8.0,4.0,7.0,2.0,1,84.0,High
Employee 15086,12.0,5.0,7.0,6.0,7.0,4.0,7.0,3.0,1,71.0,High
Employee 15087,12.0,5.0,7.0,7.0,6.0,3.0,7.0,3.0,1,64.0,Medium
Employee 15088,12.0,6.0,9.0,6.0,8.0,4.0,7.0,2.0,1,75.0,High
Employee 15089,9.0,3.0,5.0,8.0,4.0,2.0,4.0,6.0,0,39.0,Medium
Employee 15090,7.0,2.0,3.0,9.0,1.0,1.0,1.0,8.0,0,13.0,Low
Employee 15091,8.0,2.0,1.0,10.0,0.0,0.0,2.0,10.0,0,0.0,Low
Employee 15092,10.0,5.0,5.0,7.0,5.0,2.0,4.0,5.0,0,47.0,Medium
Employee 15093,8.0,2.0,6.0,7.0,5.0,2.0,3.0,5.0,0,48.0,Medium
Employee 15094,9.0,3.0,3.0,8.0,3.0,2.0,3.0,7.0,0,27.0,Low
Employee 15095,8.0,2.0,5.0,8.0,3.0,2.0,2.0,6.0,0,28.0,Low
Employee 15096,10.0,3.0,6.0,7.0,6.0,3.0,5.0,4.0,1,59.0,Medium
Employee 15097,9.0,3.0,6.0,7.0,5.0,2.0,4.0,5.0,0,49.0,Medium
Employee 15098,8.0,2.0,4.0,8.0,2.0,2.0,3.0,7.0,0,25.0,Low
Employee 15099,12.0,5.0,6.0,7.0,5.0,3.0,7.0,4.0,1,52.0,Medium
Employee 15100,11.0,5.0,8.0,6.0,7.0,3.0,6.0,3.0,1,66.0,High
Employee 15101,7.0,2.0,5.0,7.0,3.0,2.0,1.0,6.0,0,29.0,Low
Employee 15102,11.0,5.0,6.0,7.0,4.0,3.0,6.0,5.0,0,41.0,Medium
Employee 15103,9.0,3.0,6.0,7.0,4.0,2.0,3.0,5.0,0,35.0,Medium
Employee 15104,14.0,6.0,8.0,6.0,8.0,4.0,9.0,2.0,1,77.0,High
Employee 15105,10.0,5.0,6.0,7.0,6.0,3.0,5.0,4.0,1,56.0,Medium
Employee 15106,7.0,1.0,3.0,8.0,2.0,1.0,1.0,7.0,0,22.0,Low
Employee 15107,11.0,5.0,6.0,7.0,5.0,3.0,6.0,4.0,1,51.0,Medium
Employee 15108,10.0,5.0,6.0,7.0,4.0,3.0,5.0,5.0,0,36.0,Medium
Employee 15109,13.0,6.0,6.0,7.0,5.0,4.0,8.0,4.0,1,53.0,Medium
Employee 15110,8.0,2.0,4.0,8.0,2.0,2.0,3.0,7.0,0,20.0,Low
Employee 15111,11.0,5.0,5.0,7.0,4.0,3.0,6.0,5.0,0,41.0,Medium
Employee 15112,12.0,6.0,7.0,6.0,7.0,4.0,7.0,3.0,1,70.0,High
Employee 15113,13.0,6.0,7.0,6.0,7.0,4.0,8.0,3.0,1,72.0,High
Employee 15114,9.0,3.0,5.0,7.0,4.0,2.0,4.0,5.0,0,37.0,Medium
Employee 15115,8.0,2.0,5.0,8.0,2.0,2.0,2.0,6.0,0,24.0,Low
Employee 15116,12.0,6.0,7.0,6.0,7.0,4.0,7.0,3.0,1,69.0,High
Employee 15117,12.0,5.0,7.0,7.0,5.0,3.0,7.0,4.0,1,54.0,Medium
Employee 15118,10.0,5.0,7.0,6.0,6.0,3.0,5.0,3.0,1,62.0,Medium
Employee 15119,12.0,5.0,7.0,6.0,7.0,4.0,7.0,3.0,1,69.0,High
Employee 15120,11.0,3.0,6.0,7.0,5.0,3.0,6.0,4.0,1,52.0,Medium
Employee 15121,7.0,1.0,5.0,8.0,2.0,1.0,1.0,6.0,0,25.0,Low
Employee 15122,10.0,5.0,4.0,8.0,3.0,2.0,4.0,7.0,0,31.0,Low
Employee 15123,10.0,3.0,8.0,6.0,7.0,3.0,5.0,2.0,1,74.0,High
Employee 15124,8.0,3.0,2.0,9.0,1.0,1.0,2.0,8.0,0,13.0,Low
Employee 15125,10.0,3.0,6.0,7.0,4.0,3.0,5.0,5.0,0,41.0,Medium
Employee 15126,8.0,2.0,5.0,8.0,3.0,2.0,3.0,6.0,0,34.0,Medium
Employee 15127,8.0,2.0,5.0,7.0,4.0,2.0,2.0,5.0,0,43.0,Medium
Employee 15128,9.0,3.0,5.0,8.0,4.0,2.0,4.0,5.0,0,43.0,Medium
Employee 15129,10.0,3.0,6.0,7.0,4.0,3.0,5.0,5.0,0,40.0,Medium
Employee 15130,10.0,5.0,6.0,7.0,4.0,2.0,4.0,5.0,0,35.0,Medium
Employee 15131,11.0,5.0,7.0,7.0,7.0,3.0,6.0,3.0,1,66.0,High
Employee 15132,13.0,6.0,7.0,6.0,6.0,4.0,8.0,3.0,1,61.0,Medium
Employee 15133,11.0,5.0,9.0,6.0,7.0,4.0,6.0,2.0,1,74.0,High
Employee 15134,9.0,3.0,4.0,8.0,2.0,2.0,4.0,7.0,0,18.0,Low
Employee 15135,9.0,3.0,6.0,7.0,5.0,2.0,3.0,5.0,0,47.0,Medium
Employee 15136,7.0,1.0,2.0,9.0,2.0,1.0,1.0,8.0,0,17.0,Low
Employee 15137,10.0,3.0,6.0,7.0,5.0,3.0,5.0,5.0,0,46.0,Medium
Employee 15138,10.0,3.0,6.0,7.0,5.0,3.0,5.0,4.0,1,51.0,Medium
Employee 15139,12.0,5.0,10.0,5.0,9.0,4.0,8.0,1.0,1,86.0,High
Employee 15140,10.0,5.0,5.0,8.0,3.0,2.0,5.0,6.0,0,33.0,Medium
Employee 15141,7.0,1.0,3.0,9.0,2.0,1.0,1.0,8.0,0,17.0,Low
Employee 15142,11.0,3.0,6.0,7.0,5.0,3.0,6.0,4.0,1,51.0,Medium
Employee 15143,9.0,3.0,7.0,6.0,5.0,3.0,4.0,4.0,0,48.0,Medium
Employee 15144,10.0,3.0,7.0,6.0,7.0,3.0,5.0,3.0,1,66.0,High
Employee 15145,10.0,5.0,7.0,7.0,6.0,3.0,5.0,4.0,1,62.0,Medium
Employee 15146,11.0,6.0,8.0,6.0,6.0,3.0,6.0,3.0,1,63.0,Medium
Employee 15147,10.0,5.0,5.0,7.0,5.0,2.0,4.0,5.0,0,47.0,Medium
Employee 15148,7.0,1.0,3.0,8.0,1.0,1.0,1.0,8.0,0,10.0,Low
Employee 15149,10.0,5.0,5.0,8.0,3.0,2.0,5.0,6.0,0,34.0,Medium
Employee 15150,9.0,3.0,6.0,7.0,4.0,3.0,4.0,5.0,0,40.0,Medium
Employee 15151,8.0,2.0,5.0,8.0,3.0,2.0,2.0,6.0,0,30.0,Low
Employee 15152,8.0,2.0,1.0,10.0,0.0,1.0,2.0,10.0,0,0.0,Low
Employee 15153,8.0,2.0,5.0,8.0,3.0,2.0,3.0,6.0,0,26.0,Low
Employee 15154,8.0,2.0,3.0,8.0,2.0,2.0,3.0,8.0,0,16.0,Low
Employee 15155,8.0,2.0,4.0,8.0,3.0,2.0,3.0,7.0,0,26.0,Low
Employee 15156,8.0,2.0,4.0,8.0,3.0,2.0,2.0,6.0,0,34.0,Medium
Employee 15157,12.0,5.0,8.0,6.0,7.0,4.0,8.0,2.0,1,74.0,High
Employee 15158,11.0,5.0,7.0,7.0,6.0,3.0,6.0,4.0,1,56.0,Medium
Employee 15159,13.0,6.0,9.0,6.0,7.0,4.0,8.0,2.0,1,74.0,High
Employee 15160,14.0,7.0,8.0,6.0,9.0,5.0,10.0,2.0,1,88.0,High
Employee 15161,9.0,3.0,6.0,7.0,5.0,2.0,4.0,5.0,1,51.0,Medium
Employee 15162,11.0,3.0,7.0,6.0,7.0,3.0,6.0,3.0,1,72.0,High
Employee 15163,11.0,5.0,9.0,6.0,8.0,4.0,6.0,2.0,1,77.0,High
Employee 15164,8.0,2.0,3.0,8.0,2.0,2.0,3.0,8.0,0,15.0,Low
Employee 15165,9.0,3.0,3.0,8.0,2.0,2.0,4.0,7.0,0,24.0,Low
Employee 15166,12.0,6.0,7.0,7.0,6.0,3.0,7.0,4.0,1,60.0,Medium
Employee 15167,9.0,3.0,4.0,8.0,4.0,2.0,4.0,6.0,0,39.0,Medium
Employee 15168,11.0,5.0,6.0,7.0,6.0,3.0,6.0,4.0,1,55.0,Medium
Employee 15169,9.0,3.0,5.0,7.0,4.0,2.0,4.0,6.0,0,39.0,Medium
Employee 15170,7.0,1.0,4.0,8.0,3.0,1.0,2.0,7.0,0,26.0,Low
Employee 15171,9.0,3.0,4.0,8.0,3.0,2.0,3.0,7.0,0,28.0,Low
Employee 15172,10.0,5.0,6.0,7.0,4.0,3.0,5.0,5.0,0,37.0,Medium
Employee 15173,10.0,3.0,5.0,8.0,4.0,2.0,5.0,6.0,0,36.0,Medium
Employee 15174,10.0,3.0,4.0,8.0,4.0,2.0,5.0,6.0,0,36.0,Medium
Employee 15175,8.0,2.0,3.0,9.0,2.0,1.0,2.0,8.0,0,17.0,Low
Employee 15176,13.0,6.0,7.0,6.0,7.0,4.0,8.0,3.0,1,70.0,High
Employee 15177,9.0,3.0,5.0,7.0,4.0,2.0,4.0,5.0,0,42.0,Medium
Employee 15178,8.0,2.0,6.0,7.0,4.0,2.0,3.0,5.0,0,36.0,Medium
Employee 15179,10.0,5.0,7.0,6.0,6.0,3.0,5.0,4.0,1,55.0,Medium
Employee 15180,10.0,5.0,6.0,7.0,5.0,3.0,5.0,5.0,0,47.0,Medium
Employee 15181,9.0,3.0,3.0,8.0,1.0,2.0,3.0,8.0,0,13.0,Low
Employee 15182,8.0,2.0,4.0,8.0,2.0,2.0,2.0,7.0,0,24.0,Low
Employee 15183,10.0,5.0,6.0,7.0,5.0,3.0,5.0,5.0,0,49.0,Medium
Employee 15184,10.0,5.0,6.0,7.0,4.0,3.0,4.0,5.0,0,41.0,Medium
Employee 15185,9.0,3.0,6.0,7.0,5.0,2.0,4.0,5.0,0,46.0,Medium
Employee 15186,9.0,3.0,4.0,8.0,2.0,2.0,4.0,7.0,0,20.0,Low
Employee 15187,8.0,2.0,5.0,7.0,4.0,2.0,2.0,6.0,0,37.0,Medium
Employee 15188,10.0,5.0,6.0,7.0,4.0,3.0,5.0,5.0,0,40.0,Medium
Employee 15189,8.0,2.0,4.0,8.0,3.0,1.0,2.0,7.0,0,29.0,Low
Employee 15190,9.0,3.0,6.0,7.0,3.0,2.0,3.0,6.0,0,32.0,Low
Employee 15191,9.0,3.0,3.0,8.0,3.0,2.0,4.0,7.0,0,27.0,Low
Employee 15192,9.0,2.0,6.0,7.0,6.0,2.0,4.0,4.0,1,55.0,Medium
Employee 15193,10.0,5.0,6.0,7.0,4.0,2.0,4.0,5.0,0,44.0,Medium
Employee 15194,8.0,2.0,4.0,8.0,2.0,2.0,3.0,7.0,0,24.0,Low
Employee 15195,13.0,6.0,9.0,5.0,8.0,4.0,8.0,1.0,1,83.0,High
Employee 15196,8.0,2.0,6.0,7.0,4.0,2.0,3.0,5.0,0,40.0,Medium
Employee 15197,12.0,5.0,7.0,7.0,5.0,3.0,7.0,4.0,1,52.0,Medium
Employee 15198,10.0,2.0,6.0,7.0,5.0,3.0,5.0,4.0,1,53.0,Medium
Employee 15199,9.0,3.0,5.0,8.0,4.0,2.0,4.0,6.0,0,35.0,Medium
Employee 15200,7.0,2.0,4.0,8.0,2.0,1.0,1.0,7.0,0,24.0,Low
Employee 15201,10.0,5.0,7.0,7.0,4.0,3.0,5.0,4.0,0,44.0,Medium
Employee 15202,8.0,2.0,4.0,8.0,3.0,1.0,2.0,7.0,0,29.0,Low
Employee 15203,8.0,2.0,3.0,8.0,2.0,1.0,2.0,7.0,0,24.0,Low
Employee 15204,11.0,5.0,6.0,7.0,5.0,3.0,6.0,5.0,0,48.0,Medium
Employee 15205,9.0,2.0,8.0,6.0,5.0,3.0,4.0,4.0,1,54.0,Medium
Employee 15206,10.0,3.0,7.0,6.0,6.0,3.0,5.0,4.0,1,58.0,Medium
Employee 15207,8.0,2.0,6.0,7.0,5.0,2.0,3.0,4.0,0,48.0,Medium
Employee 15208,11.0,5.0,8.0,6.0,7.0,4.0,6.0,2.0,1,67.0,High
Employee 15209,9.0,2.0,4.0,8.0,3.0,2.0,4.0,6.0,0,34.0,Medium
Employee 15210,10.0,3.0,6.0,7.0,5.0,3.0,5.0,5.0,1,51.0,Medium
Employee 15211,12.0,5.0,7.0,7.0,6.0,3.0,7.0,4.0,1,60.0,Medium
Employee 15212,11.0,6.0,7.0,7.0,7.0,3.0,6.0,3.0,1,66.0,High
Employee 15213,9.0,3.0,5.0,8.0,4.0,2.0,3.0,6.0,0,40.0,Medium
Employee 15214,10.0,5.0,6.0,7.0,5.0,3.0,5.0,4.0,1,51.0,Medium
Employee 15215,8.0,2.0,5.0,7.0,3.0,2.0,2.0,6.0,0,32.0,Low
Employee 15216,7.0,2.0,2.0,9.0,1.0,1.0,1.0,9.0,0,7.0,Low
Employee 15217,8.0,2.0,3.0,8.0,1.0,1.0,2.0,8.0,0,13.0,Low
Employee 15218,11.0,3.0,8.0,6.0,7.0,3.0,6.0,3.0,1,70.0,High
Employee 15219,11.0,5.0,6.0,7.0,4.0,3.0,6.0,5.0,0,44.0,Medium
Employee 15220,7.0,1.0,3.0,8.0,2.0,1.0,1.0,7.0,0,23.0,Low
Employee 15221,10.0,3.0,6.0,7.0,6.0,3.0,5.0,4.0,1,55.0,Medium
Employee 15222,11.0,5.0,7.0,7.0,7.0,3.0,6.0,3.0,1,67.0,High
Employee 15223,8.0,2.0,3.0,8.0,2.0,1.0,2.0,7.0,0,19.0,Low
Employee 15224,10.0,5.0,7.0,7.0,6.0,3.0,5.0,3.0,1,65.0,Medium
Employee 15225,7.0,1.0,2.0,9.0,2.0,1.0,1.0,8.0,0,15.0,Low
Employee 15226,8.0,2.0,4.0,8.0,2.0,2.0,2.0,7.0,0,19.0,Low
Employee 15227,8.0,2.0,5.0,8.0,4.0,2.0,3.0,6.0,0,42.0,Medium
Employee 15228,10.0,3.0,6.0,7.0,5.0,3.0,5.0,4.0,1,53.0,Medium
Employee 15229,13.0,6.0,8.0,6.0,8.0,4.0,8.0,2.0,1,75.0,High
Employee 15230,10.0,5.0,6.0,7.0,4.0,3.0,5.0,5.0,0,41.0,Medium
Employee 15231,9.0,2.0,7.0,7.0,5.0,3.0,4.0,4.0,0,47.0,Medium
Employee 15232,11.0,5.0,6.0,7.0,6.0,3.0,6.0,4.0,1,59.0,Medium
Employee 15233,7.0,1.0,2.0,9.0,1.0,1.0,1.0,8.0,0,13.0,Low
Employee 15234,12.0,6.0,8.0,6.0,7.0,4.0,7.0,3.0,1,66.0,High
Employee 15235,9.0,3.0,4.0,8.0,2.0,2.0,3.0,7.0,0,24.0,Low
Employee 15236,9.0,2.0,5.0,7.0,4.0,2.0,4.0,5.0,0,41.0,Medium
Employee 15237,7.0,1.0,2.0,9.0,1.0,1.0,1.0,9.0,0,6.0,Low
Employee 15238,7.0,1.0,1.0,10.0,0.0,0.0,1.0,10.0,0,0.0,Low
Employee 15239,10.0,3.0,4.0,8.0,3.0,2.0,5.0,6.0,0,30.0,Low
Employee 15240,12.0,6.0,7.0,6.0,6.0,4.0,7.0,3.0,1,64.0,Medium
Employee 15241,8.0,2.0,6.0,7.0,4.0,2.0,3.0,5.0,0,38.0,Medium
Employee 15242,10.0,5.0,6.0,7.0,5.0,2.0,4.0,5.0,0,48.0,Medium
Employee 15243,7.0,1.0,3.0,9.0,1.0,1.0,1.0,8.0,0,10.0,Low
Employee 15244,9.0,2.0,5.0,8.0,4.0,2.0,4.0,6.0,0,39.0,Medium
Employee 15245,10.0,3.0,7.0,6.0,7.0,3.0,5.0,3.0,1,66.0,High
Employee 15246,8.0,2.0,4.0,8.0,4.0,2.0,2.0,6.0,0,35.0,Medium
Employee 15247,8.0,2.0,5.0,7.0,4.0,2.0,2.0,5.0,0,40.0,Medium
Employee 15248,10.0,5.0,5.0,8.0,3.0,2.0,5.0,6.0,0,31.0,Low
Employee 15249,9.0,2.0,5.0,7.0,4.0,2.0,4.0,6.0,0,36.0,Medium
Employee 15250,9.0,2.0,6.0,7.0,4.0,3.0,4.0,5.0,0,42.0,Medium
Employee 15251,8.0,2.0,6.0,7.0,4.0,2.0,3.0,5.0,0,43.0,Medium
Employee 15252,7.0,2.0,4.0,8.0,3.0,1.0,1.0,7.0,0,26.0,Low
